paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
8098,1.3623e-02,1.2637e-01,2.6567e-01,6.4696e-01,7.2185e-01,1.4885e-03,1.13501,32,0.81236,1,"32.45|706.7|29.33|39.75|609.7|680.6|426.9|59.56|522.5|162.4|132.3|413.9|710.8|407.6|300.7|368.1|49.21|663.1|142|521.1|489.3|560|365.6|611.8|207.6|177.8|419.5|638.3|429.3|502.8|718.8|217.9","0.782|0.1899|2.971|10.66|1.964|0.1962|0.2921|1.539|0.3259|2.268|0.8492|4.273|0.3031|1.077|10.03|2.957|4.039|0.182|0.7313|2.51|2.333|9.246|0.1712|9.302|0.4922|5.027|4.32|0.6173|0.7546|1.01|2.635|2.554","4.007|0.0009173|63.87|0.0023|19.87|0.004236|0.2636|0.0005266|11.41|0.0001728|0.1483|1.239|2.07|15.08|0.8769|0.0215|0.3513|0.0002534|0.004969|0.0137|0.01138|3.01|0.0001963|0.0009615|0.001086|0.0006521|0.0001308|0.01878|59.82|0.1198|14.28|0.002012"
8099,8.0381e-02,2.4492e-01,1.1419e-01,5.9164e-02,7.5214e-02,1.7297e-05,10020.23617,85,0.07479,1,"655.7|433.6|90.74|12.89|223.7|569.2|298.9|574.6|608.5|597.3|177.7|144.7|624|524.8|693.9|142.2|112.2|591.4|645.3|648.5|397.8|41.31|702.7|413.1|284.6|551.8|35.37|185.7|661.5|499.7|194.4|697.3|566.1|267.4|68.95|716.7|76.9|155.4|177.3|103.5|385.7|313.6|93.44|542.1|361.8|524.6|547.9|595|223.7|552.3|479.7|391.4|331.8|547.7|589|122.3|155.2|355|188.3|628.8|271.3|296.1|346.4|456.6|458.8|611.5|585.3|680.3|50.67|629.7|415.6|127.5|241.9|536.1|599.8|504.1|91.22|394|71.64|681.8|357.3|607.2|231|517.6|616.8","0.3284|1.263|0.3948|0.1926|3.076|1.814|5.934|10.78|0.4238|1.315|0.262|0.8422|0.1977|7.134|3.205|6.439|0.3915|10.43|1.314|1.676|1.311|3.049|4.489|1.762|0.7307|0.8805|1.074|0.7511|11.04|1.092|1.11|0.4504|0.3528|0.1972|11.23|1.075|0.5608|6.695|6.79|0.5277|7.241|2.385|1.089|4.181|1.244|2.346|0.3713|3.293|0.6376|1.55|3.534|0.2952|2.262|2.971|9.614|0.1705|3.552|0.4366|0.5588|1.957|0.368|2.729|0.3047|11.85|6.105|1.708|5.555|2.166|0.5403|2.003|0.3427|9.838|1.346|5.862|5.863|7.936|1.977|0.2639|1.998|0.6069|10.04|8.343|5.34|0.924|0.75","0.0002034|85.03|0.008241|0.00113|0.001793|0.0003677|64.57|4.446|0.0004916|19.37|0.1766|0.001882|0.9353|32.3|0.07022|0.01931|6.489|0.000247|0.008484|0.0008102|0.609|0.00085|0.002696|0.02899|0.04148|30.07|4.521|24.88|0.0002874|14|4.142|2.374|12.04|1.57|0.02369|0.7359|0.0001831|0.0005649|0.05252|0.01093|48.58|3.282|90.27|0.001011|0.007441|0.005776|0.01962|0.007024|0.02357|0.02911|0.00079|0.0007872|0.0004246|2.663|0.05179|8.479|0.3712|0.0006439|0.9823|0.0002483|0.07372|9.099|0.1202|0.2516|0.8774|0.01638|0.0128|37.83|3.716|0.0006551|3.884|0.1412|0.0002303|0.0001259|0.01936|1.707|8.966|0.0001766|25.93|4.396|0.0003275|3.581|0.002645|23.02|1.684"
8100,1.6663e-01,1.5218e-03,2.4463e+00,8.3627e-01,2.0485e-02,2.2995e-05,1.06941,1,0.06873,1,"248.4","0.4269","0.04039"
8101,1.3394e-01,1.4403e-01,8.1262e+00,3.7510e-02,4.1478e-01,4.4280e-03,194307.69591,39,0.87865,1,"268|292.1|526|319.3|581.6|79.7|543.9|371.2|664.5|599.8|680.8|188.4|181.3|653.6|195.5|224.4|1.149|663.1|57.98|640.4|55.64|265.5|541.3|244.6|515.6|414.5|142.6|292.5|33.41|333.4|198.4|602.2|83.24|516.2|32.32|659.2|672.9|500.1|122.1","3.458|0.3528|0.4149|1.143|0.2082|0.2862|2.482|3.748|0.7741|1.215|0.2527|0.5631|0.7715|0.2919|3.323|1.21|8.594|1.331|0.3166|5.946|1.041|0.2256|1.756|4.785|0.9678|0.2019|1.452|0.8422|3.433|0.873|6.179|0.3951|2.936|0.7402|3.293|7.787|1.003|2.693|1.807","9.829|0.000613|0.4202|0.0855|6.189|8.654|0.1188|0.0008044|75.11|0.001331|0.0001405|0.00388|0.0002541|85.99|0.0002602|0.00121|3.802|0.004883|0.006466|1.509|50.48|61.92|0.2134|0.01718|0.1195|0.00672|0.000606|1.33|23.57|2.495|2.906|0.01311|0.06573|0.05472|3.256|0.06422|18.76|0.02729|0.0104"
8102,4.0378e-02,5.2745e-02,1.2674e-01,1.2226e-04,6.4593e-04,2.3213e-02,5.77061,2,0.96426,1,"563.5|494.3","5.957|6.151","0.1211|12.66"
8103,6.4822e-01,1.1918e-04,9.9854e-01,1.5436e-03,5.8389e-04,3.4890e-03,2.86286,9,0.83728,1,"391|394.9|604|510.4|368|519.8|340.3|179.2|572.3","0.2032|0.8883|0.3052|0.2905|2.63|0.7564|1.544|1.531|1.126","0.00747|0.02799|0.01983|0.0001927|0.009738|0.001299|0.2242|0.02974|0.0004366"
8104,2.5537e-01,5.2147e-03,7.7342e+00,2.1055e-01,1.7490e-01,1.2003e-05,5.93089,5,0.99203,1,"150.9|384.5|51.18|437.9|506.2","0.3184|2.744|3.265|0.2836|1.592","16.65|0.0001916|80.92|1.268|2.757"
8105,8.5817e-03,5.5810e-03,3.1592e-01,7.3058e-04,6.6538e-02,6.2305e-03,1.11533,8,0.97536,1,"613.5|262.7|363.8|613.2|355.8|489.3|115.4|176.3","0.7595|10.95|0.5432|7.307|1.672|0.2822|0.7529|0.1805","0.0002156|0.0002419|17.38|0.01096|55.03|1.6|0.03825|5.357"
8106,1.2409e-01,1.6221e-02,7.4289e-01,4.2331e-02,4.1339e-01,1.5350e-05,59.51702,7,0.65973,1,"632.7|349.2|276.4|331.7|708.3|390.9|338.6","0.4326|0.5239|1.372|5.683|8.305|0.812|4.032","0.007239|0.0001766|0.0003766|13.9|18.02|0.0004821|0.01872"
8107,4.6662e-01,1.8660e-03,2.8998e-01,8.7175e-03,1.1839e-01,1.4023e-04,62.40264,58,0.94022,1,"221.2|126.5|86.2|143.6|457.1|322.8|433|11.85|159.6|300.3|587.9|94|146.2|266.1|609.2|641.5|175.5|401.3|668.8|563.6|553.2|408.2|437|177|552|352.2|224.5|498.6|668.6|545|667.6|411.4|390.2|718.7|311.8|425.9|680.7|697.9|155.3|608.7|227.8|384.7|301.6|310.9|574.3|98.05|230.3|327.8|177.4|298.7|165|540.6|176.8|258.4|396.8|718.2|330.1|620.5","4.899|0.3996|0.513|0.7855|0.1713|0.1852|2.719|1.498|4.952|7.133|0.1794|2.148|0.4533|0.6328|2.35|0.2556|0.8949|0.2219|2.221|1.716|0.6121|0.2795|0.3593|6.022|0.1704|1.324|1.387|1.588|1.542|2.319|4.743|2.464|4.268|10.5|0.3391|0.3488|5.449|0.3567|0.3871|8.416|6.041|1.463|0.781|2.194|4.604|5.558|1.069|1.553|0.5472|0.3443|0.2187|0.7866|3.442|1.207|4.885|1.867|11.75|0.6746","0.0008105|0.2945|0.0004842|0.02319|0.1237|3.085|4.088|72.07|0.06763|0.1075|0.7888|0.3642|2.713|0.08415|19.26|0.001587|0.1081|0.4042|0.002898|0.01171|3.365|0.4046|0.8936|0.00647|0.006958|0.1553|0.00328|0.001272|0.1454|0.01681|0.1694|2.261|0.001378|1.48|1.211|0.03763|95.07|6.035|4.766|32.59|1.755|0.001236|0.0003578|0.0001124|9.61|0.1613|0.2462|0.1182|19.92|0.2521|38.3|0.4502|0.262|0.005556|0.3321|0.9756|0.578|0.08857"
8108,6.5763e-02,3.5602e-01,5.1745e+00,2.0673e-03,7.3111e-04,4.7386e-02,14.33135,50,0.87809,1,"329|21.14|347.6|509.7|411.1|23.17|217.7|370.4|487.5|669.4|441.3|226|94.67|202.2|304.5|405.4|673.8|593.6|425.9|80.4|0.688|351.1|173.7|164.9|301.8|117.3|221.9|72.24|396|272|424.8|158|560.2|418.9|146.9|673.6|591.9|61.27|261.3|436.2|136.8|85.87|354.3|158.2|397|482.1|291.1|309.3|526.2|360.3","0.3598|1.2|3.21|3.014|1.361|0.31|0.5343|9.431|1.679|0.2448|1.03|0.9363|4.877|8.089|8.41|1.437|4.17|8.986|1.014|0.2508|5.441|1.511|0.2848|0.5048|1.07|6.904|0.4041|0.473|1.313|0.2759|6.33|0.829|1.452|3.235|0.183|0.478|2.811|0.3061|3.536|5.126|0.2357|0.2564|9.271|2.239|9.688|8.847|0.6698|0.2793|0.2139|0.2418","0.08039|0.000723|0.6111|0.3134|0.9489|0.006162|1.812|0.0001362|22.1|0.02121|0.02839|42.9|0.8216|0.0001801|0.0003948|0.006245|0.0187|0.0001681|0.115|3.408|0.045|0.765|15.01|0.006327|0.004969|58.64|0.01159|0.218|0.05623|0.01727|0.006943|0.05372|0.0007317|0.5792|0.0004461|0.03566|0.008252|0.2901|27.72|0.01493|0.005039|10.37|0.0002429|0.1173|0.1663|0.001521|0.0006063|0.00122|0.005873|0.2055"
8109,4.5395e-01,1.6267e-03,2.1152e+00,2.2968e-04,1.1805e-04,2.0997e-05,82.28520,12,0.21596,1,"415.6|529.7|131.8|299.8|708.1|170.5|541.8|583.3|374.2|298.4|658.4|677.7","1.046|0.7577|6.607|9.15|0.7924|0.283|1.74|5.895|1.134|0.3785|5.633|0.8856","0.00152|0.01266|0.01166|1.479|69.46|31.1|0.003035|74.3|0.000108|2.761|1.881|4.758"
8110,2.8187e-02,1.6635e-04,8.4352e+00,7.0731e-03,2.3135e-04,3.7004e-05,1.10100,87,0.02903,1,"351.4|618.2|45.31|387.8|535.9|231.7|52.61|103.9|2.084|429.3|111.7|200|155.7|498|133.3|367.9|109.6|100.7|204.4|430.9|146.8|183.7|430.9|232|413.6|685.1|393.2|595.4|122.1|326.2|687.7|411.5|155.3|243.3|707.5|380.2|591|5.345|228.2|237|640.3|367|337.1|67.94|126.9|32.78|691.7|198.1|538.3|712.6|24.52|382.2|618.2|103.1|709|412.6|339|172.2|560.1|606.7|424.7|419.6|624|435.9|70.66|424.5|471.3|224.8|695|458|420.4|337.3|578.4|525.7|430.6|136.5|211.8|232.1|256.3|678.7|549.1|375.3|649.1|325.5|48.95|20.47|581.2","0.4282|0.9355|4.772|1.264|0.5721|0.2972|11.38|0.1904|4.137|2.565|0.9201|0.597|4.068|9.216|1.358|0.198|0.4408|2.167|11.95|0.5542|1.053|3.516|1.444|2.08|8.074|0.4176|1.369|5.112|10.54|1.905|0.636|1.483|0.8762|9.613|2.953|4.031|0.6198|0.167|0.2288|0.1718|0.6663|0.7144|1.76|0.4243|0.3231|7.768|0.4065|0.2079|9.673|1.569|0.8811|0.5503|0.3249|7.036|1.595|2.835|0.5825|2.047|0.791|7.508|2.218|6.248|3.419|0.7136|0.193|0.2009|1.089|0.442|1.289|0.3151|0.4014|3.116|2.862|0.5154|0.3153|7.201|1.865|7.882|0.2016|10.24|1.408|0.6558|0.5603|0.6779|3.037|10.74|4.953","1.51|0.1088|0.3427|0.0002027|0.000776|0.01181|3.183|0.7964|0.3408|0.00141|0.09217|0.0001742|0.0008469|0.01753|0.005925|0.002121|0.03265|0.01981|5.54|0.2156|24.99|2.761|1.587|75.51|0.006184|0.06051|0.01308|0.003515|0.0003928|0.0009344|0.05378|0.001449|1.431|12.54|0.002958|0.07095|7.89|0.0002963|26.38|1.696|0.000101|42.45|0.00792|0.000432|0.0003497|0.1163|22.31|1.917|0.001464|2.036|0.5909|0.2774|29.21|0.04043|1.795|0.1062|1.461|0.000301|0.0004489|12.13|28.79|35.72|71.93|2.684|1.578|0.00214|0.0001977|0.001538|33.25|0.000219|9.666|0.06929|0.0003896|3.589|0.0395|9.094|0.001077|0.0003176|0.008061|9.511|0.0006307|0.5334|0.01304|0.0001908|0.001808|5.77|0.01228"
8111,2.9650e-03,1.2723e-02,2.2636e+00,1.2414e-02,1.8629e-02,2.9585e-04,1.21186,70,0.88208,1,"505.9|597.1|277|244.6|528.9|260.3|109.7|10.51|625.1|101.9|712.6|188.7|633|187.4|471.6|52.46|433.9|215.6|336.9|4.736|467|302.7|536.3|14.64|577.9|41.06|664.7|326.1|61.66|414.7|645.8|317.6|185.1|358.4|8.811|496.1|414.4|704.1|182.2|79.72|644.9|379.2|507.4|363.9|421.7|668.6|630.9|184.9|78.39|400.6|406.8|568.5|70.73|519.8|53.09|341.9|125.4|687.1|685.2|546.8|120.3|665.6|166.1|26.45|461.8|603.8|266|297.7|35.12|217.4","10.36|1.051|2.31|1.304|4.281|1.804|7.494|4.962|4.237|0.8486|6.42|2.904|0.2784|1.867|0.4153|0.2419|0.3938|6.326|1.828|7.161|2.12|0.806|0.177|7.476|10.56|0.948|5.88|0.4114|1.394|8.96|7.978|1.83|0.7949|0.5289|1.951|1.662|0.2558|0.7367|11.03|1.662|11.89|0.4282|0.4136|0.5656|1.862|0.5336|6.995|4.387|6.595|0.2461|0.6848|1.181|0.3301|0.2856|10.24|0.7276|11.47|4.155|5.454|0.5545|3.571|3.889|0.4344|1.734|1.142|0.2367|7.647|2.12|0.6483|4.888","1.528|0.005529|0.01213|0.001038|0.01123|4.442|0.03065|0.01003|0.02638|54.88|0.0009783|5.675|0.0001699|0.001411|0.0008218|0.002852|0.005262|0.04726|0.0004488|91.25|0.01833|0.0002786|0.003328|0.01958|0.01784|0.008979|3.332|0.0007232|0.01469|0.004381|3.022|0.0007434|0.0001898|0.2563|0.0001571|62.72|0.526|0.008228|12.7|0.008052|0.001603|29.47|0.02067|0.187|0.02947|46.1|0.04379|0.01963|2.676|0.001565|0.004433|60.39|0.08796|1.508|0.01707|0.0001822|0.5134|0.1532|1.043|0.003967|0.009428|0.06566|67.37|0.01188|15.01|0.004573|0.05539|9.022|52.54|0.2918"
8112,3.2644e+00,1.8471e-04,1.2435e-01,3.2812e-03,2.7445e-02,1.4624e-04,46.12124,11,0.07726,1,"670.4|500.7|38.68|497.3|128.3|39.45|509.1|202.1|56.22|213.1|681.1","0.8487|8.947|2.086|0.6134|1.652|6.384|0.5212|1.754|0.1922|2.898|0.2265","0.13|0.00852|12.41|0.01106|69.99|0.5502|0.001358|0.006653|0.001301|4.76|0.4653"
8113,9.7577e+00,3.5623e-03,2.9808e+00,7.0928e-01,9.4383e-04,8.7875e-03,7884.94700,73,0.99271,1,"59.94|306.2|460.4|36.01|665.7|74.8|553.6|368.2|297.4|296.3|675.7|660.6|555.2|545.8|195.3|61.29|649.9|238.7|580.9|42.64|482.4|238.3|134.1|184|633.2|446.8|480.7|666.1|528.6|245.5|697.3|272.5|65.77|326.6|187.1|430|589.6|34.61|454.3|211.2|343.6|231.5|469.1|305.8|589.4|390.4|433.7|472.8|166.8|609.3|123.9|4.291|400.4|98.75|357.8|474.3|642.7|541|344|148.6|334.9|66.66|420.6|291.7|20.45|645|64.81|13.68|713.4|146.7|554.4|674.6|95.93","6.294|0.4469|1.267|1.033|0.1986|2.068|1.213|1.675|4.145|0.355|3.814|0.9911|0.213|0.444|0.8503|0.256|0.7062|5.042|2.589|4.464|1.091|5.231|4.72|2.607|0.3034|0.2878|5.401|8.838|0.8629|9.193|0.7484|0.9433|2.051|0.5218|0.9866|6.886|0.7148|1.789|11.07|4.433|8.717|10.36|0.4643|0.3755|2.022|0.3559|6.214|2.173|0.9652|11.86|2.25|0.6026|0.446|0.7114|0.2075|3.669|7.445|0.2751|4.119|11.29|0.1751|2.989|0.9247|0.8418|6.758|0.2266|11.47|0.5241|3.575|2.76|0.3282|0.2537|0.7704","1.633|0.0001879|0.2308|0.001904|0.535|0.008921|0.2619|0.002136|7.023|1.028|34.19|1.76|0.1109|1.556|0.008765|0.004634|0.2982|3.555|0.002099|0.05041|4.333|0.009763|0.4003|52.75|0.005234|5.936|0.01852|0.001946|1.303|0.04161|0.00563|4.169|12.8|68.88|0.6917|0.8909|0.0001413|55.98|0.0003292|0.0007238|0.0002577|0.01119|0.306|0.08302|0.0593|0.06269|38.14|3.395|8.006|0.04287|7.888|38.71|0.0006045|4.702|0.002214|15.53|0.001173|0.01337|0.05173|0.5148|5.266|0.4879|0.06446|0.1545|0.002664|0.5449|4.633|0.0003654|0.4969|0.0007451|0.004079|3.215|0.006079"
8114,1.4470e-02,1.6671e-02,9.4604e-01,1.0716e-04,5.3441e-01,3.4849e-05,4.72035,15,0.29339,1,"327.2|528.7|335.3|85.88|297.3|355.9|714.1|271.6|91.11|578.7|502.2|674.6|216|84.57|81.48","9.167|1.149|0.1875|1.333|0.6335|4.183|4.551|0.1782|0.2483|0.5084|0.4567|2.241|0.3485|1.196|0.1912","82.96|0.001528|0.0002086|1.839|0.0003146|17.77|0.02118|0.003606|7.831|0.01244|0.0004968|0.6424|0.0005052|0.1919|48.21"
8115,7.4651e-01,7.5971e-04,6.0825e+00,7.7660e-02,1.3874e-01,1.4224e-05,3.96703,17,0.14094,1,"43.8|485.1|192.6|312.4|355.9|563.2|557.5|335.4|314.1|580.9|666.6|235.7|267|179|549.2|298.7|54.74","4.121|0.2555|1.946|0.4496|0.5163|0.1909|0.2566|5.416|0.8674|3.139|4.962|0.6633|2.968|1.96|4.267|0.329|1.066","27.43|0.004748|1.348|0.01012|12.9|7.956|4.044|0.05563|14.19|5.849|52.77|0.0009791|0.08924|0.08776|0.007828|33.38|7.444"
8116,1.1860e-02,2.4191e-02,2.3962e+00,1.9729e-04,1.4709e-02,1.1910e-03,3.67001,8,0.27460,1,"516.1|444.6|594.4|710|593.5|29.95|176|416.8","2.685|8.581|1.402|1.385|5.91|0.5401|0.3719|6.686","0.002531|9.964|0.0003598|0.003852|0.08395|0.0006454|0.2547|0.0001684"
8117,1.0696e-01,2.6156e-01,2.0391e+00,4.9036e-04,9.9833e-04,5.0615e-02,1130.61454,18,0.63673,1,"617.8|437.5|1.961|381|217.1|211|145.6|371.8|466.8|387.8|120|633.4|189.6|178.2|193.6|614|172.5|123","0.3932|1.719|10.54|0.6098|0.9889|7.156|1.554|8.533|0.2077|11.54|0.7341|0.7298|0.59|0.447|5.331|0.1732|2.356|8.224","0.2703|0.197|20.86|0.7876|0.03787|0.01787|1.008|0.001493|0.0003578|0.006876|0.0003513|0.0001869|72.9|0.002287|91.01|0.01438|0.007256|0.4484"
8118,3.1430e-02,1.8933e-03,7.0584e+00,1.6587e-02,1.6622e-02,3.2552e-03,1.01059,65,0.01636,1,"293.5|564.5|92.89|395.2|113.7|617|152.1|367.2|467.2|707.9|15.62|682|514.7|487.3|229|591.3|38.26|478.8|155|250.4|679.7|73.72|300.5|714.1|585.2|361.6|527.8|6.856|529.6|85.87|18.53|47.84|260.5|512|659.5|517|200|87.86|410.4|618.4|306.5|230.6|592.2|142.8|315.8|580.6|501.1|640.7|273.7|619.3|602.4|106.4|351.7|151.7|128.9|315.9|604|138.3|94.19|416.8|622.6|119.8|249.8|465.5|570.3","0.9111|2.366|3.735|6.428|0.2062|0.4775|4.094|0.3659|3.717|1.009|0.3817|11.99|1.676|7.784|0.7832|6.328|0.8305|11.61|2.356|0.665|8.381|7.279|4.333|0.8128|10.38|1.285|2.039|2.6|0.49|0.2327|7.499|2.546|0.1728|0.7086|0.2863|1.888|1.997|0.2918|0.3487|3.058|2.782|0.5166|0.9008|0.7288|3.769|7.663|0.2429|2.773|1.796|0.2888|5.99|0.9583|10.68|7.681|0.4959|2.852|1.11|0.8945|1.229|0.711|4.091|9.246|1.644|2.597|0.6587","0.0004895|0.01158|0.6591|0.003161|1.865|0.06742|0.8309|0.001625|0.1304|0.001346|10.24|24.14|0.006756|0.0003863|33.48|0.38|0.0121|0.0001038|0.09399|2.853|0.199|0.05909|0.2621|8.029|0.001505|31.02|4.524|1.011|10.84|0.08542|91.29|0.004014|0.09437|0.6582|0.008324|0.0706|0.1026|20.65|0.00293|3.774|3.051|21.44|0.7073|0.6032|0.04326|0.03257|0.0001764|0.9069|0.0002076|0.003674|0.003076|8.345|0.003949|0.004197|0.04669|0.03331|0.007251|47.25|0.7847|0.0813|0.0005855|11.81|0.09871|2.694|0.002396"
8119,6.8020e-02,1.1651e-04,9.9665e-01,4.8256e-04,1.5953e-04,3.4650e-04,1.48288,1,0.83205,1,"602.4","1.059","0.04265"
8120,3.5334e+00,4.9268e-03,1.0996e+00,7.2246e-02,7.7816e-04,9.6937e-02,2018.26932,1,0.01627,1,"105.1","7.903","50.78"
8121,1.4840e+00,6.4978e-03,8.3213e-01,8.5769e-01,7.8529e-02,2.1274e-05,7.41884,2,0.97172,1,"355.6|158.2","0.6283|0.3636","0.02304|0.02648"
8122,6.0097e-02,7.9731e-04,1.2641e-01,1.1979e-04,3.0645e-03,1.0224e-05,2.96689,7,0.98814,1,"316.7|39.69|388.5|93.41|186|677|635.2","1.245|0.6403|0.2653|0.7867|6.478|8.81|1.013","16.4|0.001228|0.001268|0.05057|18.58|0.657|5.255"
8123,1.9942e+00,2.0376e-03,4.7220e-01,9.6292e-04,1.5636e-04,2.4468e-04,34172.03684,8,0.00780,1,"463.7|441.5|114|188.9|284.7|442.4|567.3|219","2.492|4.956|0.1965|6.588|0.5329|3.063|0.1789|3.465","73.34|0.008159|0.01045|0.01394|0.0002971|58.19|0.00299|0.03834"
8124,1.9978e-01,4.1567e-03,6.1368e-01,4.1602e-02,1.8150e-01,8.2446e-03,3.46434,11,0.99021,1,"291.8|687.1|385.8|223.7|78.44|425.6|204.4|272.8|361.2|252.7|119","3.047|2.451|1.344|0.6066|2.537|0.4583|2.586|1.712|0.2454|1.466|1.858","0.0009838|0.002065|4.116|86.94|36.06|0.0009979|0.00035|0.002099|0.001977|18.55|0.0187"
8125,7.8799e-01,1.1857e-04,5.8207e+00,1.8744e-04,3.4072e-01,1.8289e-02,1.97316,29,0.01414,1,"38.34|201.2|713.5|434.6|707.9|277.2|705.1|25.55|322.3|543.2|188.7|495.5|94.68|35.22|586.2|660.7|15.92|283.9|390.4|543.2|136.7|288.9|465.1|356.8|572.2|719.9|321.2|102.4|486.4","1.86|0.2655|0.4853|0.7965|2.645|1.762|1.273|4.514|5.089|5.176|1.199|5.207|5.177|1.087|3.466|0.8233|1.417|1.244|3.506|0.2477|0.2034|2.493|3.907|0.3187|8.963|5.726|0.4424|0.3307|0.6935","2.406|1.247|9.541|20.86|0.0004494|0.006238|11.04|4.261|0.006197|34.3|0.5343|0.0001599|0.9411|0.03647|0.0005997|0.2038|0.4777|8.993|0.1436|0.003425|0.001083|0.0002178|1.297|0.02623|0.4826|0.02229|0.0007998|32.98|0.3768"
8126,2.8978e-02,5.6819e-03,2.6926e+00,5.7099e-04,2.3753e-01,1.8244e-04,5.33693,1,0.37497,1,"643.7","3.075","0.0002218"
8127,6.3099e-02,4.1055e-04,4.1433e-01,8.4632e-03,8.6366e-02,1.4840e-03,1.20514,12,0.93076,1,"320.3|327.8|627.1|453.3|677|132.7|299.8|715.2|699.5|665.6|305.8|72.86","0.6197|0.5011|1.241|0.9703|0.4992|0.2659|2.026|3.727|0.2112|0.2151|2.815|6.289","0.01134|0.9988|52.69|9.679|0.08965|17.07|1.789|0.06705|0.005152|2.755|6.675|0.1833"
8128,2.7211e-02,4.4777e-01,4.4891e+00,3.6716e-01,3.3480e-03,7.6589e-04,14.94019,2,0.10158,1,"245.6|485.4","0.9319|2.66","0.00721|0.0003742"
8129,9.0037e-01,1.4618e-02,3.8561e-01,3.7602e-02,1.5375e-03,1.6903e-02,886700.02205,30,0.96661,1,"636.2|237.4|242.9|93.4|399.1|88.07|43.75|20.5|247.6|594.4|196.8|213|507.1|542.3|40.16|122.3|563.7|543.1|506.1|297.3|663.5|581.7|438|9.538|476.2|241.5|598.8|292.9|52.41|473.3","0.3318|0.4267|0.24|0.2291|1.019|1.639|0.1757|0.1753|2.361|2.738|1.168|2.065|0.3378|3.897|0.3217|4.149|6.858|2.314|0.2147|1.82|1.889|0.226|8.019|0.5538|1.028|9.662|1.312|0.7843|3.015|1.773","0.1398|1.135|0.006488|44.05|0.0005789|84.1|0.0005773|5.828|0.8308|9.41|0.007985|0.0001081|1.481|0.006446|0.1082|0.7625|0.0002012|0.9224|0.005209|0.0323|0.02691|2.089|32.96|0.002104|0.8055|0.04136|0.9609|0.152|0.002457|0.4154"
8130,2.4328e+00,2.5770e-04,1.6252e-01,6.3588e-02,2.9450e-01,2.3186e-04,4.13084,22,0.65251,1,"557.3|311.7|31.34|626|619.2|628.9|210|636.1|200|683|689.2|45.1|243.3|713.9|21.55|363.2|188|281.5|338.2|198.1|555.3|709.6","2.124|5.045|1.714|8.471|3.674|1.145|0.3405|1.404|0.8411|0.2046|1.681|2.857|1.091|0.9491|1.669|0.2541|1.714|6.533|0.5881|2.01|0.3493|0.962","17.01|0.288|0.004703|0.003188|0.006838|27.75|7.541|0.03877|0.1463|24.7|0.005216|0.0006017|15.44|0.000502|0.001037|35.45|0.02969|0.01074|0.6821|68.65|0.0003156|0.04465"
8131,2.5043e+00,1.9148e-04,2.8787e-01,1.1091e-03,1.4200e-04,6.7850e-02,2.42168,21,0.01816,1,"317.2|388.2|88.39|270.5|541.9|569.9|142.5|618.6|453.8|137.8|342.7|202.6|4.577|387.9|24.05|393.4|619.7|123.2|302.4|12.36|471.9","1.975|3.297|0.9832|2.772|5.907|5.985|0.4688|1.906|1.398|7.848|5.858|2.092|0.9486|9.003|2.547|0.2546|5.612|0.3236|4.053|4.642|0.3278","0.08826|0.08346|33.38|0.007137|0.001104|0.0003667|0.0008916|24.26|0.0001819|3.917|0.2795|0.1602|0.004684|4.067|0.005263|0.7519|2.565|0.006891|0.0003432|0.09498|3.864"
8132,1.0076e-02,8.6776e-02,4.4200e-01,3.4751e-04,3.8228e-01,3.2662e-03,2.79208,2,0.97800,1,"42.14|145","0.387|1.013","2.337|0.001281"
8133,4.0301e-02,8.4917e-01,1.5099e+00,8.3690e-01,1.0989e-02,2.0968e-04,35.33175,16,0.05563,1,"566|535.2|292.2|373.3|713.4|587.5|471|604.1|187.1|15.26|295.1|25.82|484.6|693.7|704.9|392.1","1.912|4.411|0.1698|3.525|0.2111|3.376|0.6433|3.77|1.086|6.667|1.091|6.136|0.5667|0.9021|2.912|1.339","0.001085|0.00273|0.0004309|0.001639|0.005524|0.0002914|0.001203|1.712|0.004238|0.004388|0.0001504|0.1027|0.002038|0.004618|10.87|0.01853"
8134,4.9165e+00,3.3827e-03,2.7771e+00,2.3857e-01,1.3910e-01,4.8966e-02,33.03162,1,0.91998,1,"665.8","7.738","0.0001558"
8135,2.2955e-02,9.6217e-01,3.6304e+00,8.9109e-04,8.4972e-02,5.4446e-03,17.65682,20,0.92295,1,"452|617.2|305.6|14.97|575.2|485.9|256.3|578.5|446|578.8|391|261.9|15.9|399.8|623.7|7.595|681.1|494|658.5|471","1.453|0.2902|0.3868|0.5898|1.469|7.272|9.442|3.878|3.663|0.2606|1.123|0.4226|1.02|0.4552|2.723|7.591|2.136|0.1728|0.2946|0.1748","6.517|66.77|0.5322|0.005956|0.003353|0.04592|0.02893|0.003533|95|72.54|0.3203|53|0.001242|0.4767|52.34|0.1309|0.01099|0.00386|0.0002298|8.269"
8136,1.9485e-01,3.3112e-03,1.8372e-01,3.0508e-02,4.7151e-01,9.3898e-03,3.02111,8,0.69379,1,"647.8|353.6|462.3|132.9|592.6|322.2|162.9|270.9","10.96|0.6201|5.73|0.4756|0.6736|1.804|11.16|0.7918","0.00052|82.27|0.5885|0.01198|4.964|0.08475|0.0001333|0.08969"
